game_id,home_team,away_team,home_avg_pts,away_avg_pts,home_avg_reb,away_avg_reb,home_win
0022300266,Brooklyn Nets,Charlotte Hornets,115.29411764705883,112.6875,47.411764705882355,44.75,0
0022300267,Indiana Pacers,Miami Heat,127.625,110.61111111111111,40.1875,41.0,0
0022300268,Detroit Pistons,New York Knicks,109.44444444444444,110.0,45.5,47.1764705882353,0
0022300269,Chicago Bulls,Milwaukee Bucks,106.15789473684211,120.94444444444444,40.73684210526316,43.833333333333336,1
0022300270,Minnesota Timberwolves,Utah Jazz,112.94117647058823,112.94444444444444,45.411764705882355,46.611111111111114,1
0022300271,Los Angeles Lakers,Oklahoma City Thunder,112.94736842105263,118.58823529411765,44.05263157894737,40.94117647058823,0
0022300272,Atlanta Hawks,San Antonio Spurs,122.47058823529412,110.47058823529412,44.88235294117647,42.23529411764706,1
0022300273,Golden State Warriors,LA Clippers,114.66666666666667,112.88235294117646,46.72222222222222,44.76470588235294,1
0022300274,Orlando Magic,Washington Wizards,114.11111111111111,116.33333333333333,44.22222222222222,39.0,1
0022300275,Boston Celtics,Philadelphia 76ers,116.27777777777777,120.16666666666667,47.111111111111114,45.27777777777778,1
0022300276,New York Knicks,Toronto Raptors,110.44444444444444,111.47368421052632,46.833333333333336,45.94736842105263,1
0022300277,Dallas Mavericks,Memphis Grizzlies,119.52941176470588,105.58823529411765,42.1764705882353,42.11764705882353,0
0022300278,New Orleans Pelicans,San Antonio Spurs,113.42105263157895,111.83333333333333,44.63157894736842,42.5,1
0022300279,Denver Nuggets,Phoenix Suns,114.15789473684211,116.44444444444444,44.421052631578945,44.166666666666664,1
0022300280,Golden State Warriors,LA Clippers,114.94736842105263,112.94444444444444,46.73684210526316,44.666666666666664,0
0022300281,Charlotte Hornets,Minnesota Timberwolves,113.6470588235294,112.27777777777777,44.529411764705884,45.22222222222222,0
0022300282,Brooklyn Nets,Orlando Magic,116.0,114.94736842105263,47.666666666666664,44.21052631578947,1
0022300283,Cleveland Cavaliers,Detroit Pistons,110.84210526315789,109.57894736842105,44.31578947368421,45.31578947368421,1
0022300284,Indiana Pacers,Miami Heat,127.88235294117646,112.26315789473684,39.8235294117647,41.36842105263158,1
0022300285,Chicago Bulls,New Orleans Pelicans,106.85,113.8,41.25,44.5,1
0022300286,Atlanta Hawks,Milwaukee Bucks,123.27777777777777,120.52631578947368,44.44444444444444,43.78947368421053,0
0022300287,Dallas Mavericks,Oklahoma City Thunder,118.11111111111111,119.38888888888889,42.166666666666664,41.333333333333336,0
